이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,키워드
서도냉면,냉면,4.5,132,"""서울 영등포구 영등포로19길 9 1층 (지번) 당산동2가 71""",37.52287,126.8929,02-6949-4443,"물냉면 (11,000원), 소고기수육 작은접시 (20,000원), 비빔냉면 (11,000원), 소고기수육 큰접시 (33,000원)","""화, 목, 금, 토, 일 10:00 ~ 22:00 (라스트오더 21:30) 수(4/30) 11:30 ~ 21:00 (브레이크타임 13:00 ~ 17:00) 월 정기휴무""","깔끔한,맛있는,가성비좋은,담백한,수육,냉면집,비빔냉면,물냉면,평양냉면,추억,접근성,혼자갈만한,평일저녁,동네맛집"
서민준밀밭,국수,4.5,286,"""서울 영등포구 영신로40길 22-1 1층 (지번) 영등포동6가 66-7""",37.521,126.9038,02-2634-6848,"검정콩국수 (11,000원), 검정콩칼국수 (11,000원), 콩국수 (10,000원), 콩칼국수 (10,000원), 들깨수제비 (9,000원), 바지락칼국수 (9,000원), 만두 (7,000원), 파전 (15,000원)",영업시간 월~토 10:00 ~ 20:30 · 휴게시간 월~토 16:00 ~ 17:00,"따뜻한,고소한,맛있는,쫄깃한,다양한,시장,바지락,콩물,콩칼국수,서리태콩국수,단체모임,혼자갈만한,동네맛집,단골집"
스시키무,일식,4.6,85,"""서울 영등포구 국제금융로 86 롯데캐슬아이비 지하 1층 119호 (지번) 여의도동 43-4""",37.52021,126.9318,010-5954-6654,"장어덮밥 (50,000원), 런치 스시 코스 (70,000원), 포장장어덮밥 (42,000원), 디너 오마카세(바.다찌) (120,000원), 디너 오마카세(룸.홀) (110,000원), 디너 스시코스(룸.홀) (90,000원), 포장 A스시 (50,000원), 포장B스시 (40,000원)",월~금 11:30 ~ 21:30 · 휴게시간 월~금 14:30 ~ 18:00,"아늑한,아담한,친절한,신선한,편안함,초밥,튀김,오마카세,싱싱한,신선한,단체모임,점심식사,가성비"
더스크블루,카페,4.5,586,"""서울 영등포구 당산로38길 10 보문빌딩 2층 (지번) 당산동4가 32-64""",37.52878,126.8991,070-4234-3264,"아인슈페너 (6,000원), 컬릿 (6,500원), 아메리카노 (4,500원), 라떼 (5,000원), 피넛라떼 (6,500원), 피소(piso) (6,000원), 오스크(O'sk) (7,000원), 레이첼 (6,000원), 블루스 (5,500원), 레몬에이드 (6,000원), 라임매실에이드 (6,000원), 밀크티 (5,500원), 아이스크림 라떼 (6,500원)",영업시간 월 12:00 ~ 14:00,"힙한,달달한,예쁜,노을맛집,데이트하기좋은,디저트,홀케이크,아이스아메리카노,칵테일,위스키인생샷,사진찍기좋은,넓은공간"
계탄몽,닭요리,4.6,176,"""서울 영등포구 당산로49길 16 1-3층 (지번) 당산동6가 330-4""",37.53629,126.9014,070-8657-3921,"전통 참나무 장작구이 (26,800원), 전통 참나무 장작구이 와 풍성하고 향긋한 한재 미나리 (29,800원), 전통 참나무 장작구이 와 풍성하고 알싸 고소 의성 마늘 크림 (31,900원), 전통 참나무 장작구이 와 고추 듬뿍 매콤 특제 소스 (32,900원), 전통 참나무 장작구이 와 최고급 일등급 원유 모짜렐라 치즈 (33,900원)",월~토 11:30 ~ 23:00 · 휴게시간 월~토 14:30 ~ 15:00,"다양한,맛있는,친절한,담백한,데이트하기좋은,장작구이,닭요리,튀김,닭다리,단호박,태블릿,접근성,단체모임,평일저녁,넓은공간"
보련각,중국요리,4.5,53,"""서울 영등포구 선유동1로2길 1-1 1층 (지번) 당산동2가 87""",37.52301,126.8919,02-2631-4330,"짜장면 (5,500원), 우동 (6,000원), 짬뽕 (6,000원), 탕수육(소) (20,000원), 깐풍육 (27,000원), 울면 (6,000원), 간짜장 (6,000원), 삼선간짜장 (8,500원), 삼선짬뽕 (8,500원), 삼선고추짬뽕 (8,500원), 삼선우동 (8,500원), 삼선울면 (8,500원), 유니짜장 (7,500원), 유슬짜장 (7,500원), 쟁반짜장 (7,500원), 볶음짬뽕 (7,500원), 군만두 (5,500원), 짜장밥 (6,500원), 양장피 (29,000원), 짬짜면 (8,000원)",영업시간 월~토 11:30 ~ 15:00,"노포,가성비좋은,맛있는,칼칼한,로컬,고추짬뽕,유니짜장,탕수육,짜장면,간짜장,혼자갈만한,가족과함께,동네맛집"
별미볶음점 2호점,"해물,생선",4.7,107,"""서울 영등포구 국제금융로6길 30 여의도 백상빌딩 3층 315호 (지번) 여의도동 35-2""",37.52172,126.9266,02-782-8988,"오삼직화 (10,000원), 제육직화 (10,000원), 낙삼직화 (11,000원), 쭈삼직화 (11,000원), 오징어직화 (11,000원), 낙지직화 (12,000원), 쭈꾸미직화 (12,000원), 해물모듬직화 (12,000원)",월~금 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 17:00,"가성비좋은,맛있는,달콤한,매콤한,다양한,직화,쭈꾸미,제육볶음,오징어,바비큐,숨은맛집,자극적인,무한리필,혼자갈만한,평일저녁"
선어수산52,일식,4.6,69,"""서울 영등포구 양평로22길 25 1층 103호 (지번) 양평동5가 108-1""",37.54004,126.8954,02-2632-7421,"특스시 (10pcs) (12,000원), 선어물회 (20,000원), 생연어덮밥 (8,000원), 돈코츠 큐슈라멘 (7,000원), 생연어덮밥 (8,000원)",월~금 11:30 ~ 23:00 · 휴게시간 월~금 14:00 ~ 17:30,"신선한,다양한,맛있는,친절한,쫄깃한,초밥,소면,물회국수,안주,샐러드,단골,점심식사,평일저녁,가성비"
우동가게,"돈까스,우동",4.6,72,"""서울 영등포구 당산로 180 신우빌딩 1층 3호 (지번) 당산동4가 31-2""",37.53028,126.8993,02-2634-2999,"카레우동 (7,500원), 붓카케우동(냉) (7,500원), 멸치우동 (6,500원), 어묵우동 (7,500원), 빨간우동 (8,000원), 새우튀김 (3P) (6,000원), 붓카케우동(온) (8,000원)",월~금 11:30 ~ 21:00 · 휴게시간 월~금 15:00 ~ 18:00,"쫄깃한,따뜻한,깔끔한,혼밥하기좋은,바삭한,냉우동,어묵우동,카레우동,붓카케우동,새우튀김,혼자갈만한,혼밥러,가성비,동네맛집"
홈앤브레드,"제과,베이커리",4.8,112,"""서울 영등포구 선유로51길 4-5 (지번) 양평동4가 161-17""",37.5368,126.8977,02-2633-8487,"우유식빵(2,000원), 구운호두&초코쿠키(3,000원), 더블초코쿠키(3,000원), 깜빠뉴 초콜릿(3,500원), 깜빠뉴 시나몬&아몬드(3,500원), 깜빠뉴(2,500원), 사워도우 통밀빵 통밀25%(2,500원), 사워도우통밀빵 앙버터(5,000원), 라즈베리잼+앵커버터(5,000원), 녹차+팥+크림치즈(4,000원), 녹차초콜릿 크림치즈(4,000원), 체리크림(3,000원), 참에멘탈&까망베르(3,000원), 코코넛쿠키(2,000원), 얼그레이쿠키(2,000원), 크렌베리&사과크림(5,000원), 크렌베리&크림치즈(4,000원), 오징어먹물 앙버터(5,000원), 크렌베리 호두 깜빠뉴(5,000원), 오징어먹물 크림빵(5,000원), 단호박&견과(4,000원), 단호박팥식빵(4,000원), 바닐라시나몬(4,000원), 바닐라크림(3,000원), 녹차크림과 팥(4,000원), 단호박크림치즈(3,000원), 녹차우유(트리플초코)(4,000원), 녹차우유(딸기크림)(4,000원), 블루베리요거트(4,000원), 소프트 프레첼시나몬(4,000원), 소세지 프레첼(3,000원), 블루베리 크림치즈(3,000원)","영업시간 월,화,수,금 08:00 ~ 19:00","아담한,조그마한,건강한,맛있는,달달한,블루베리,초콜릿,오징어먹물,호밀빵,얼그레이,홈메이드,착한가격,단골집,재구매"
우림양꼬치,양꼬치,4.5,94,"""서울 영등포구 영신로15길 3 헌종빌딩 1층 (지번) 영등포동 618-39""",37.51398,126.9078,02-836-7758,"고급양갈비 (300g) (25,000원), 고급소갈비 (300g) (25,000원), 양꼬치 (1인분) (15,000원), 매운꼬치 (1인분) (10개) (13,000원), 양갈비 (1인분) (10개) (15,000원)",매일 12:00 ~ 24:00,"깔끔한,넓은,다양한,맛있는,친절한,중국집,마라탕,온면,양고기,양갈비,데이트,외식,단체모임,접근성,가성비"
이가주루,중식,4.7,276,"""서울 영등포구 도림로141길 11-3 1층 (지번) 문래동2가 57-5""",37.51402,126.8925,02-6012-5523,"우육탕면 (10,000원), 이가 우 전골 (32,000원), 루로우판 (10,000원), 깐풍 족발 (24,000원), 어향고기가지 (20,000원), 유린기 (18,000원), 마라조개볶음면 (18,000원), 이가 마라우전골 (33,000원), 비빔 탄탄면 (10,000원), 청두탕면 (10,000원), 오향장육 (18,000원), 흑식초 오이냉채 (4,000원), 유린 튀김만두(4pc) (6,000원), 튀김만두(4pc) (4,000원), 비빔탄탄면 (10,000원), 계란볶음밥 (5,000원)",월~목 11:30 ~ 23:00 · 휴게시간 월~금 15:00 ~ 17:00,"친절한,매콤한,깔끔한,깔끔하고,맛있는,우육탕면,덮밥,유린기,시그니처,어향가지,점심식사,혼자갈만한,접근성,술한잔"
무끼,회,4.6,93,"""서울 영등포구 여의대방로67길 18 스타빌딩 지하1층 (지번) 여의도동 44-6""",37.52036,126.9304,02-784-1245,"보리굴비정식 (35,000원), 진 자연산 활어 (1인) (150,000원), 선 자연산 활어 (1인) (100,000원), 미 자연산 활어 (1인) (80,000원), 도다리회 한접시 (130,000원), 돌돔회 한접시 (160,000원)",영업시간 월~금 11:00 ~ 21:00 · 휴게시간 월~금 14:30 ~ 17:00,"정갈한,맛있는,깔끔한,편하게,간편한,솥밥,장아찌,굴비,녹차,명란젓,무한리필,미팅,선물용,명절선물,추석선물"
산하신승부 대림본점,중국요리,4.9,75,"""서울 영등포구 도림로 126 1층 (지번) 대림동 1055-1""",37.49238,126.8965,02-832-8584,"미라가재 (35,000원), 마라항귀 (25,000원), 수주육편 (23,000원), 향라닭날개구이 3串 (9,000원), 조개볶음 (20,000원), 마라룽샤꼬리 (25,000원), 소라볶음 (22,000원), 마라명태 (23,000원), 향라대하 (28,000원), 오징어채볶음 (20,000원), 수죽물고기 (38,000원), 해링구볶음 (20,000원), 짝태 (15,000원), 매운오리머리 (23,000원), 콩나물명태 (23,000원), 마라생선구이 (38,000원), 향라생선구이 (38,000원), 청화초생선구이 (40,000원), 탕수육 (20,000원), 어향육슬 (19,000원), 향라육슬 (19,000원), 경장육슬 (19,000원), 소고기볶음 (20,000원), 닭날개볶음 (18,000원), 즈란산관 (19,000원), 라조육 (20,000원), 오돌뼈볶음 (18,000원), 갈비당콩 (20,000원), 대파소고기볶음 (20,000원), 즈란양고기 볶음 (20,000원)",매일 10:00 ~ 03:00,"맛있는,매콤한,친절한,신선한,다양한,차이나타운,소고기,꼬치,양고기,백탕,단체모임,무한리필,저녁식사,접근성,술한잔"
소울한우 여의도샛강역점,"육류,고기",4.5,153,"""서울 영등포구 여의대방로67길 9 두일빌딩 지하1층 001~007호 (지번) 여의도동 44-33""",37.51955,126.9305,02-780-6637,"안창살 100g (50,000원), 504시간 숙성 새우살 100g (50,000원), 산해진미세트 (3-4인) (319,000원), 504시간 숙성 특 안심 100g (42,000원), 504시간 숙성 특 등심 100g (38,000원), 504시간 숙성 특 낙엽살 100g (38,000원), 504시간 숙성 특 업진살 100g (38,000원), 갈비살 100g (50,000원), 토시살 100g (48,000원), 소한마리 400g (129,000원), 등안새 300g (129,000원), 삼대진미세트 (3-4인) (789,000원), 바이킹 생갈비살 1kg (340,000원), 점심특선 한우구이세트 (45,000원), 점심특선 갈비정식 (36,000원), 점심특선 한우반반구이 세트 (45,000원), 점심특선 영양 갈비찜 솥밥 (29,000원), 점심특선 전복 해물 우니 솥밥 (28,000원), 점심특선 민물장어 솥밥 (28,000원), 점심특선 전복 솥밥 (26,000원), 점심특선 한우 불고기가지 솥밥 (20,000원), 점심특선 매콤 낙지 솥밥 (22,000원), 라이브 랍스터 라면 (45,000원), 국내산 우니 100g (48,000원), 뭉티기 200g (38,000원)",월~토 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,"다양한,프라이빗한,친절한,맛있는,편하게,솥밥,안심,시그니처,소고기,한우육회,단체회식,단체모임,기념일,가족과함께,특수부위"
선유기지,카페,4.5,91,"""서울 영등포구 선유로51길 1 1층, 지하1층 (지번) 양평동4가 153-4""",37.53647,126.8976,070-4797-0082,"크로플(4,000원), 바나나푸딩(4,500원), 헤이즐넛 초코케이크(6,500원), 당근케이크(6,500원), 얼그레이갸또쇼콜라(6,500원), 꿀밤케이크(6,500원), 에스프레소(4,000원), 아메리카노(4,000원), 카페라떼(4,500원), 플랫화이트(4,500원), 바닐라라떼(5,000원), 민트라떼(5,000원), 초코라떼(5,000원), 녹차라떼(5,000원), 크림라떼(6,000원), 얼그레이 밀크티(5,500원), 크림루이보스 밀크티(5,500원), 딸기루이보스 밀크티(5,500원), 히비스커스 티(4,500원), 크림루이보스 티(4,500원), 딸기루이보스 티(4,500원), 캐모마일 티(4,500원), 복숭아 아이스티(4,000원)","월,화,수,목,금,일 12:00 ~ 22:00","아늑한,빈티지한,조용한분위기,맛있는,카페,티라미수,크로플,디저트,피크닉세트,힐링,데이트,보드게임,추억,단골"
라꾸긴,일본식주점,4.7,159,"""서울 구로구 가마산로 268 (지번) 구로동 98-4""",37.49561647,126.8903189,0507-1416-1688,"오늘의모듬회 (32,000원), 우니진미 (18,000원), 아오리이카막국수 (24,000원), 제철스페셜모리 (25,000원), 고마아지 (18,000원), 시메사바 (20,000원), 네기도로동 (17,000원), 카이센모리 (22,000원), 한우전복탕 (17,000원), 단새우우니 (22,000원), 안기모 (14,000원), 소고기버섯 (18,000원), 토리가와폰즈 (14,000원), 해물볶음면 (20,000원), 복곤이 (18,000원), 우나기야나가와 (15,000원), 가리비우니(온) (20,000원), 스페셜해물모듬 (22,000원), 전복 (20,000원), 이나니와전복 (18,000원), 쯔마미5종 (26,000원), 우나기 (18,000원), 야키메시 (22,000원), 대게진미 (18,000원), 유부마키 (17,000원), 오늘의조림 (14,000원), 3종진미 (24,000원), 스페셜낫또 (14,000원), 오징어가라아게 (14,000원), 카츠샌드 (15,000원), 굴튀김 (14,000원), 옥돔구이 (20,000원), 은대구구이 (18,000원), 카마스야키 (15,000원), 한우타다키 (22,000원), 항정살미소야키 (15,000원), 오뎅 (16,000원), 미소나베 (17,000원), 스시 (16,000원)",영업시간 월~토 17:00 ~ 23:00,"신선한,달달한,맛있는,다양한,가성비좋은,이자카야,튀김,사시미,광어,카츠샌드,소주,단골집,도장,평일저녁,데이트코스"
키친브로망스,양식,4.5,109,"""서울 구로구 새말로16길 16 지하 1층 (지번) 구로동 31-3""",37.50484013,126.8903895,070-7785-7339,"키친브로망스 피자 (19,500원), 리코타 명란피자 (18,500원), 머쉬룸머쉬룸 (18,500원), 페퍼로니 피자 (18,000원), 풍기꼰 따르투포 비앙코파스타 (14,000원), 라구파스타 (15,500원), 까2르보나라 (14,000원), 명란오일파스타 (15,000원), 루꼴라 프로슈토피자 (18,500원), 마르게리타 피자 (18,000원), 고르곤졸라 피자 (17,500원), 고르곤졸라 크림 파스타 (14,500원), 반반피자 (19,500원), 아마트리치아나 파스타 (13,000원), 까1르보나라 파스타 (14,000원), 쉬림프 로제 파스타 (14,500원), 베이컨 엔초비 알리오 올리오 파스타 (14,500원), 감바스 알 알히요 (14,000원), 브로망스샐러드 (8,000","영업시간 월,수,목,금,토,일 12:00 ~ 22:00","데이트하기좋은,맛있는,다양한,매콤한,신선한,페퍼로니피자,화덕피자,샐러드,알리오올리오파스타,라구파스타,가성비좋은,데이트코스,청첩모임,평일저녁,접근성 좋은"
미식가양꼬치,양꼬치,4.6,96,"""서울 구로구 디지털로32길 92 미래타워빌딩 1층 (지번) 구로동 1272""",37.48268408,126.8999025,02-851-5321,"마라쇼룽샤 (30,000원), 탕수육 (16,000원), 샐러리캐슈넛 (12,000원), 옥수수잣볶음 (12,000원), 닭똥집볶음 (16,000원)",영업시간 월~토 17:00 ~ 24:00,"메뉴가다양한,맛있는,친절한,가성비좋은,편하게,중국집,탕수육,옥수수온면,세트메뉴,양갈비,점심특선,단체모임,평일저녁,외식,접근성좋은"
수밀블랑제리,"제과,베이커리",4.6,96,"""서울 구로구 중앙로 100 1동 1층 103호 (지번) 고척동 191-1""",37.5063537,126.8606125,02-2688-8425,"그린 치아바타 (6,000원), 소금치아바타 (4,800원), 명란바게트 (6,500원), 바게트 [비건] (5,200원), 100%호밀 깜파뉴 [비건] (6,500원), 깜파뉴[비건] (6,200원), 살구크랜베리크림치즈깜파뉴 (7,800원), 호두와레이즌크랜베리깜파뉴 (5,200원), 치아바타 [비건] (4,200원), 초코치아바타 (6,000원), 카야버터치아바타 (5,200원), 어니언바질크림치즈치아바타 (5,400원), 생식빵 (6,800원), 하드토스트식빵 (6,800원), 치아바타 샌드위치 (half) (8,200원), 100%유기농통밀식빵 (7,500원), 얼그레이 깜파뉴 (6,800원), 블랙치아바타 (8,200원), 무화과 깜빠뉴 [비건] (5,400원), 앙버터 바게트 (5,800원)","""화, 수, 목, 금, 토 10:00 ~ 17:00 (라스트오더 16:55) 일, 월 정기휴무""","맛있는,건강한,담백한,신선한,친절한,치아바타샌드위치,깜빠뉴,얼그레이,크림치즈,식빵,도장,재구매높은,식사대용,접근성좋은,가성비좋은"
더티프라이,햄버거,4.6,835,"""서울 구로구 새말로 97 지하1층 (지번) 구로동 3-25""",37.50704384,126.8902273,02-2111-1999,"치즈 스커트 버거 세트 (11,500원), [치즈썬더] 타코세트 (11,500원), 레드 크리스피 치킨 버거 세트 (11,500원), [크런치] 타코세트 (11,500원), 치즈 프레쉬 버거 세트 (11,500원), 칠리치즈 카르네 프라이즈 (7,800원), 2x2 치즈 스커트 버거 세트 (15,500원), [치즈썬더] 비프 마일드 1pc (3,900원), [치즈썬더] 쉬림프 마일드 1pc (3,900원), [치즈썬더] 치킨 마일드 1pc (3,900원), 치즈 스커트 버거 (8,800원), 갈리언 밤 버거 (9,800원), 화이트 크리스피 치킨 버거 세트 (11,500원), 핫 치토스 밤 버거 세트 (13,800원), 갈리언 밤 버거 세트 (11,800원), 화이트 치킨 슬로 프라이즈 (7,800원), 레드치킨 슬로 프라이즈 (7,800원), 핫치토스 체다치즈 프라이즈 (7,800원), 그린슈프림 프라이즈 (7,800원), 버터갈리언 프라이즈 (3,900원), 아메리칸 케이준 프라이즈 (3,900원), 칠리치즈 프라이즈 (3,900원), 스킨온 프라이즈 (3,500원), 나쵸칩 기본 (3,500원), 어니언링 (6pcs) (3,500원), 레드치킨 텐더&나쵸칩 (4,500원), 맥앤치즈볼 (5pcs) (4,500원), 해쉬펍스 (3,500원), [크런치] 비프 마일드 1pc (3,900원), [크런치] 쉬림프 마일드 1pc (3,900원)",영업시간 매일 11:00 ~ 22:00,"맛있는,메뉴다양한,특별한,바삭한,가성비좋은,수제버거,타코,로봇,푸드코트,특제소스,넓은공간,신선한,혼자갈만한,가족과함께가기좋은"
디저트샵시소,"제과,베이커리",4.8,174,"""서울 구로구 천왕로 29 이펜하우스4단지 상가동 1층 101호 (지번) 천왕동 273""",37.48080098,126.8385945,010-8372-8487,"아메리카노 (HOT 2,500원 / ICE 3,000원), 카페라떼 (HOT 3,000원 / ICE 3,500원), 카라멜마끼아또 (HOT 3,200원 / ICE 3,700원), 바닐라 라떼 (HOT 3,200원 / ICE 3,700원), 헤이즐넛 라떼 (HOT 3,200원 / ICE 3,700원), 샷 추가 (500원), 고구마 라떼 (HOT 3,200원 / ICE 3,700원), 얼그레이홍차 (HOT 2,800원 / ICE 3,200원), 초콜릿 라떼 (HOT 3,000원 / ICE 3,500원), 딸기 라떼 (ICE 3,500원), 에이드 - 자몽 / 레몬 (ICE 3,500원), 스무디 - 딸기 / 망고 (ICE 4,000원), 조각케이크 (7,000원), 1호 케이크 (38,000원), 2호 케이크 (43,000원), 조각모둠케이크 (2호) (43,000원)","""수요일–토요일: 11:00 - 20:00 일요일: 11:00 - 18:30""","달달한,귀여운,친절한,예쁜,다양한,홀케이크,요거트,제철과일,특별한날,선물용,재구매높은,파티용품"
석쇳집,"육류,고기",4.6,190,"""서울 구로구 디지털로32나길 17-9 1층 (지번) 구로동 1124-61""",37.48386274,126.900068,02-838-9592,"숯불석쇠닭구이 한접시 (26,000원), 당일도축 한우뭉티기(중) (48,000원)",영업시간 월~토 17:00 ~ 01:00,"메뉴다양한,맛있는,친절한,신선한,데이트하기좋은,안주,닭목살,세트메뉴,뭉티기,숯불구이,단체모임,단골,소주,술한잔,넓은공간"
금성관 나주곰탕 구로직영점,곰탕,4.7,272,"""서울 구로구 디지털로32길 92 미래타워 1층 (지번) 구로동 1272""",37.48268408,126.8999025,02-838-7898,"나주곰탕 (11,000원), 수육(중) (35,000원), 나주육전 (20,000원), 수육전골(중) (45,000원), 특제소스 매운갈비찜(중) (45,000원), 특제소스 간장갈비찜(중) (45,000원), 나주갈비탕 (14,000원)",영업시간 월~금 08:00 ~ 22:00,"넓은,따뜻한,담백한,깔끔한,동동주,수육,한우,갈비탕,점심식사,혼자갈만한,저녁식사,든든한식사,룸이있는"
향토무쇠솥뚜껑구이,한식,5,989,"""서울 구로구 공원로6나길 18 (지번) 구로동 40-5""",37.50376696,126.8909841,02-6956-4744,"미박삼겹살(170g) (15,000원), 특목살(170g) (15,000원), 등심덧살(170g) (17,000원), 향토껍데기(150g) (9,000원), 1++채끝등심(150g) (39,000원), 1++육회(150g) (18,000원)",영업시간 월~금 16:00 ~ 24:00,"친절한,깔끔하고,맛있는,고소한,가성비좋은,솥뚜껑삼겹살,뚝배기,청국장,김치말이국수,소고기,외식,접근성,단체모임,데이트코스,특수부위"
옹기종기감자옹심이,한식,4.6,162,"""서울 구로구 서해안로30길 13-8 1층 (지번) 오류동 137-56""",37.49316274,126.8444642,070-8151-2454,"감자옹심이 (10,000원), 메밀 물막국수 (9,000원), 메밀비빔 막국수 (9,000원), 음료 (2,000원)","영업시간 월,화,수,목,금,일 11:20 ~ 14:00","쫄깃한,고소한,맛있는,친절한,구수한,보리밥,메밀비빔막국수,메밀물막국수,겉절이,건강식,동네맛집,단골,혼자갈만한,접근성좋은"
도림식당 신도림본점,"육류,고기",4.6,383,"""서울 구로구 공원로8길 45 1층 (지번) 구로동 41-16""",37.50389289,126.891543,02-865-0901,"도림세트(500g) (42,000원), 양념우삼겹세트(500g) (36,000원), 도림4인세트(760g) (63,000원), 한우 뒷고기(업진살) 150g (19,000원), 도림 삼겹살(180g) (15,000원), 도림 일등 목살(180g) (15,000원), 양념 가로막살(갈매기살) 180g (12,000원), 도림 껍딱항정(180g) (15,000원)",영업시간 월~금 15:30 ~ 23:30,"맛있는,가성비좋은,친절한,다양한,신선한,삼겹살,목살,세트메뉴,항정살,우삼겹,외식,단골,단체모임,넓은공간"
형제특수부위,"육류,고기",4.8,246,"""서울 구로구 디지털로32나길 17-12 1층 101호 (지번) 구로동 1124-54""",37.48443717,126.8998933,02-830-8995,"돼지한판(500g) (52,000원), 소한판(500g) (83,000원), 천겹살 (150g) (18,000원), 한우육회 (150g) (21,000원), 막판김치찌개 (7,000원), 꼬들살 (150g) (15,000원), 황제살 (150g) (16,000원), 생갈매기살 (150g) (16,000원), 양념갈매기살 (150g) (17,000원), 통삼겹살 (150g) (16,000원), 안창살 (150g) (29,000원), 치마살 (150g) (28,000원), 갈비살 (150g) (27,000원), 꽃살 (150g) (32,000원), 벌집껍데기 (150g) (10,000원), 된장술밥 (8,000원)",영업시간 월~토 15:00 ~ 01:00,"친절한,맛있는,기분좋게,가성비좋은,신선한,꼬들살,돼지고기,소고기,와규,가브리살,단골집,가족과함께,단체모임,넓은공간"
복성루샤부샤부성,샤브샤브,4.7,147,"""서울 구로구 디지털로32길 97-27 (지번) 구로동 1124-6""",37.48373847,126.9010064,02-838-0686,메뉴 없음,영업시간 매일 11:00 ~ 23:30,"맛있는,친절한,다양한,가성비좋은,신선한,중국집,어묵,훠궈,양고기,단체모임,가족과함께,무한리필,접근성,단골집"
원조한우곱창,"곱창,막창",4.8,142,"""서울 구로구 경인로23길 8 107~108호 (지번) 오류동 38-1""",37.497045,126.843775,0503-7150-7100,"한우곱창모둠 (26,000원), 한우곱창 (22,000원), 한우대창 (22,000원), 소막창 (22,000원), 돼지왕갈비 (17,000원), 생삼겹살 (17,000원), 소갈비살 (19,000원), 차돌박이 (19,000원), 주먹고기 (16,000원), 곱창전골 (17,000원), 계란찜 (3,000원)",영업시간 매일 17:00 ~ 01:00,"맛있는,신선한,다양한,친절한,노포감성,막창,불쇼,볶음밥,차돌박이,소곱창전골,넓은공간,접근성,사진찍기좋은,동네맛집,단골집"
두즈커피,커피전문점,4.5,217,"""서울 구로구 남부순환로107길 5 Khan House 1층 (지번) 가리봉동 136-98""",37.47917197,126.8935279,010-7292-6531,메뉴 없음,영업시간 월~금 11:00 ~ 22:00,"맛있는,친절한,다양한,편안함,예쁜,라떼,크림커피,와인,에이드,디카페인,조용한,쇼파,접근성,데이트코스,단골집"
옥스라이브파이어그릴,양식,4.6,397,"""서울 구로구 개봉로20길 30 1층 (지번) 개봉동 403-219""",37.49338218,126.8564572,070-8670-1754,"ox serson 3 MENU (98,000원)","""화, 수, 목, 금 17:00 ~ 22:00 토, 일 12:00 ~ 22:00 월 정기휴무""","다양한,친절한,가성비좋은,특별한,맛있는,소고기,코스요리,바닐라아이스크림,한우오마카세,콜키지,캠핑,파인다이닝,데이트코스,저녁식사,시계"
오브베이크,카페,4.6,277,"""서울 구로구 디지털로32가길 9 대성빌딩 2층 202호 (지번) 구로동 1127-26""",37.48272605,126.8993436,010-4203-5494,"구움과자 (2,000원), 아메리카노 (3,500원)",영업시간 월~토 11:00 ~ 22:00,"가성비좋은,맛있는,다양한,귀여운,예쁜,디저트,쿠키,케이크,크림치즈,에이드,노트북,넓은공간,스터디,선물용,데이트코스"
써니주분,카페,4.9,20,"""서울 구로구 공원로 27 상가 1층 111호 (지번) 구로동 107-9""",37.49939719,126.8910091,02-862-1217,"아메리카노(2,500원), 카페라떼(3,500원), 바닐라라떼(4,000원), 오렌지카푸치노(4,500원), 다크초콜릿(5,500원), 밀크초콜릿(5,500원), 클럽샌드위치(B.E.L.T)(8,000원), 리코타치즈 치아바타(8,000원), 크림 콜드브루(4,500원), 크림 라떼(4,500원), 레몬에이드(5,000원), 오렌지에이드(5,500원), 자몽에이드(5,500원), 연유라떼(4,500원), 카라멜마끼아또(4,000원), 카페모카(4,500원), 아본드브리즈라떼(3,500원), 소이라떼(3,500원), 샤케라또(4,500원), 아몬드크림 모카(4,500원), 콜드브루(3,500원), 카페오레(SWEET)(4,500원), 달고나 우유(4,000원), 달고나 커피(4,500원), 두유초콜릿(5,500원), 시나몬초콜릿(5,500원), 카모마일(3,500원), 얼그레이(홍차)(4,000원), 자스민(3,500원), 페퍼민트(3,500원), 녹차(3,500원), 루이보스티(3,500원), 옛날 미숫가루(3,500원), 우유 미숫가루(4,500원), 아이스티(복숭아)(3,000원), 녹차라떼(4,000원), 로얄밀크티(4,000원), 요거트 프라푸치노(5,000원), 민트초코칩 프라푸치노(5,000원), 딸기주스(4,500원), 딸기바나나주스(4,500원), 바나나주스(4,000원), 오곡바나나주스(4,000원), 파인애플주스(4,000원), 청포도주스(5,000원), 케일 파인애플 바나나주스(5,000원), 케일 청포도주스(5,000원), 자몽차(4,000원), 레몬차(4,000원), 모과차(4,000원), 에그샌드위치(하프)(2,000원), 계란치즈토스트(3,000원), 햄치즈 드라이토마토 치아바타(8,000원), 치킨 데리야끼 치아바타(8,500원), 리코타치즈 샐러드(9,000원), 닭가슴살 샐러드(9,000원)",영업시간 월~금 08:30 ~ 20:00,"맛있는,다양한,귀여운,예쁜,단골,디저트,샌드위치,에이드,선물용,데이트코스,치아바타"
